Company,Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
Reliance Industries Ltd,01-Dec-16,996.15,1014.6,994.5,997.2,1005.104287,234382,9310,235578353,54585,23.29,20.1,1.05
Reliance Industries Ltd,30-Nov-16,997,997.6,988,992.75,992.0154524,267661,4785,265523848,185542,69.32,9.6,-4.25
Reliance Industries Ltd,29-Nov-16,987.1,1002.7,987.1,995.85,991.9829091,289686,4400,287363561,206014,71.12,15.6,8.75
Reliance Industries Ltd,28-Nov-16,994.8,1000.05,984,986.45,990.9797988,91529,5109,90703390,31329,34.23,16.05,-8.35
Reliance Industries Ltd,25-Nov-16,991,996,985,993.65,990.1619623,285338,5263,282530834,164766,57.74,11,2.65
Reliance Industries Ltd,24-Nov-16,1006.9,1006.9,986,990.65,991.9287835,212535,5710,210819584,76600,36.04,20.9,-16.25
Reliance Industries Ltd,23-Nov-16,1005,1008.5,999.5,1007.25,1005.048815,125106,3935,125737637,47431,37.91,9,2.25
Reliance Industries Ltd,22-Nov-16,994.25,1007.5,994.05,1001.1,1000.709816,133026,6591,133120424,44860,33.72,13.45,6.85
Reliance Industries Ltd,21-Nov-16,988,993.7,983.5,990.9,988.4740663,362810,5930,358628276,223498,61.6,10.2,2.9
Reliance Industries Ltd,18-Nov-16,983.15,992.15,982.9,987.5,988.1446811,288856,6389,285431520,168353,58.28,9.25,4.35
Reliance Industries Ltd,17-Nov-16,987,998,975.85,981.3,986.9371598,418920,8257,413447715,262975,62.77,22.15,-5.7
Reliance Industries Ltd,16-Nov-16,989.3,996.7,982,985.85,991.4202241,346508,7099,343535039,226634,65.41,14.7,-3.45
Reliance Industries Ltd,15-Nov-16,1001.8,1001.8,980.55,987.6,989.5680816,566144,8405,560238032,292189,51.61,21.25,-14.2
Reliance Industries Ltd,11-Nov-16,1000,1017.3,995.35,1001.4,1004.087906,240131,6079,241112633,77255,32.17,21.95,1.4
Reliance Industries Ltd,10-Nov-16,1016.55,1028.4,1008.25,1010,1018.279325,157104,4763,159975755,44802,28.52,20.15,-6.55
Reliance Industries Ltd,09-Nov-16,940,1008.9,932,1005.55,976.601852,432284,14530,422169355,89360,20.67,76.9,65.55
Reliance Industries Ltd,08-Nov-16,1003.55,1009,998.35,1002.85,1002.004328,154570,5046,154879809,54178,35.05,10.65,-0.7
Reliance Industries Ltd,07-Nov-16,1011.35,1016.5,999.5,1001.95,1005.679971,164685,5842,165620406,51489,31.27,17,-9.4
Reliance Industries Ltd,04-Nov-16,1021.3,1027.15,1000.55,1005.8,1012.180718,218484,6460,221145292,52658,24.1,26.6,-15.5
Reliance Industries Ltd,03-Nov-16,1024.05,1034.5,1022.1,1025.45,1028.418778,134126,4767,137937697,39420,29.39,12.4,1.4
Reliance Industries Ltd,02-Nov-16,1042,1042.05,1021.1,1024.05,1030.234005,167266,5599,172323121,58274,34.84,20.95,-17.95
Reliance Industries Ltd,01-Nov-16,1051,1055,1047.75,1048.3,1050.095453,114140,3555,119857895,40380,35.38,7.25,-2.7
Reliance Industries Ltd,30-Oct-16,1057,1065,1047.85,1051.2,1052.51664,46545,2151,48989387,18810,40.41,17.15,-5.8
Reliance Industries Ltd,28-Oct-16,1050,1056,1043.95,1053.5,1051.789087,145866,4271,153420267,35545,24.37,12.05,3.5
Reliance Industries Ltd,27-Oct-16,1053,1054,1043.2,1048.5,1048.890087,128047,4318,134307229,36328,28.37,10.8,-4.5
Reliance Industries Ltd,26-Oct-16,1058,1059.2,1052,1054.15,1054.568293,114052,4241,120275623,37893,33.22,7.2,-3.85
Reliance Industries Ltd,25-Oct-16,1063.2,1065.4,1054.5,1059.9,1059.259611,185050,4401,196015991,52798,28.53,10.9,-3.3
Reliance Industries Ltd,24-Oct-16,1068,1074,1060.5,1063.55,1067.93074,142852,4242,152556042,36734,25.71,13.5,-4.45
Reliance Industries Ltd,21-Oct-16,1099,1099,1059,1064.4,1070.150072,700819,21002,749981503,241003,34.39,40,-34.6
Reliance Industries Ltd,20-Oct-16,1091.95,1097.8,1085.1,1088.5,1090.611552,201875,6132,220167207,41824,20.72,12.7,-3.45
Reliance Industries Ltd,19-Oct-16,1083.15,1094.5,1081.4,1086.9,1089.879783,458730,10452,499960553,288393,62.87,13.1,3.75
Reliance Industries Ltd,18-Oct-16,1064,1082,1062.8,1079.3,1075.201289,189876,6704,204154920,66338,34.94,19.2,15.3
Reliance Industries Ltd,17-Oct-16,1079,1080.65,1058,1060.15,1066.696386,222193,5172,237012470,69795,31.41,22.65,-18.85
Reliance Industries Ltd,14-Oct-16,1060.5,1081.95,1058,1078.2,1075.380282,285604,6527,307132910,135094,47.3,23.95,17.7
Reliance Industries Ltd,13-Oct-16,1093.7,1093.7,1052.05,1057.7,1074.75958,580933,10799,624363307,397800,68.48,41.65,-36
Reliance Industries Ltd,10-Oct-16,1115,1122,1092.8,1095.95,1104.403291,163780,5007,180879171,60781,37.11,29.2,-19.05
Reliance Industries Ltd,07-Oct-16,1111.1,1122.65,1107.55,1109.95,1113.067286,455517,9236,507021071,252806,55.5,15.1,-1.15
Reliance Industries Ltd,06-Oct-16,1092,1124.8,1092,1111.1,1113.469486,1709509,15966,1903486107,1079496,63.15,32.8,19.1
Reliance Industries Ltd,05-Oct-16,1103.15,1105.8,1085.75,1089.3,1095.132568,229693,5748,251544285,101638,44.25,20.05,-13.85
Reliance Industries Ltd,04-Oct-16,1093.9,1108,1092,1095.2,1098.24384,413390,7304,454003021,204003,49.35,16,1.3
Reliance Industries Ltd,03-Oct-16,1084.5,1107.35,1076.95,1090.4,1089.31032,955952,9712,1041328379,710899,74.37,30.4,5.9
Reliance Industries Ltd,30-Sep-16,1070,1093.45,1067,1082.1,1082.396061,184651,7490,199865515,58228,31.53,26.45,12.1
Reliance Industries Ltd,29-Sep-16,1095,1110,1067.5,1072.55,1087.219939,389803,11004,423801594,90905,23.32,42.5,-22.45
Reliance Industries Ltd,28-Sep-16,1110,1113,1087.3,1089.7,1093.795335,320533,8958,350597500,108731,33.92,25.7,-20.3
Reliance Industries Ltd,27-Sep-16,1113.05,1125.7,1107.3,1110.45,1114.644249,318951,12134,355516898,147031,46.1,18.4,-2.6
Reliance Industries Ltd,26-Sep-16,1102.5,1128.9,1102,1109.35,1120.893594,991973,15366,1111896181,631302,63.64,26.9,6.85
Reliance Industries Ltd,23-Sep-16,1088,1109.2,1088,1102.95,1101.095133,1161460,14278,1278877953,841346,72.44,21.2,14.95
Reliance Industries Ltd,22-Sep-16,1080,1095.5,1079.1,1087.65,1089.840598,541248,10236,589874044,338543,62.55,16.4,7.65
Reliance Industries Ltd,21-Sep-16,1074,1084.5,1067,1071.35,1075.147569,157167,4904,168977718,58328,37.11,17.5,-2.65
Reliance Industries Ltd,20-Sep-16,1085.05,1086,1069.1,1074.1,1075.944362,296596,4995,319120794,183455,61.85,16.9,-10.95
Reliance Industries Ltd,19-Sep-16,1074.9,1087.5,1071.05,1082.35,1082.043939,1613535,8585,1745915767,1402580,86.93,16.45,7.45
Reliance Industries Ltd,16-Sep-16,1065,1093.25,1059.75,1075.65,1082.883752,1299359,23246,1407054749,649631,50,33.5,10.65
Reliance Industries Ltd,15-Sep-16,1047,1068,1047,1062.45,1056.215057,462771,8459,488785698,201259,43.49,21,15.45
Reliance Industries Ltd,14-Sep-16,1046,1058,1040.65,1045.45,1052.560581,314372,7186,330895575,154924,49.28,17.35,-0.55
Reliance Industries Ltd,12-Sep-16,1034,1055.65,1025.1,1046.6,1046.703021,492672,12534,515681271,200495,40.7,30.55,12.6
Reliance Industries Ltd,09-Sep-16,1034,1049.65,1030.2,1043.7,1042.403443,305332,11577,318279128,77380,25.34,19.45,9.7
Reliance Industries Ltd,08-Sep-16,1020.5,1035.5,1020,1032.25,1030.389764,367758,7348,378934079,120060,32.65,15.5,11.75
Reliance Industries Ltd,07-Sep-16,1020.1,1026.75,1014,1017.45,1019.079504,220304,8712,224507291,65429,29.7,12.75,-2.65
Reliance Industries Ltd,06-Sep-16,1020,1024.95,1014,1020.45,1019.227938,240877,7127,245508568,91963,38.18,10.95,0.45
Reliance Industries Ltd,02-Sep-16,1032,1035,1003.1,1012.85,1014.115612,541854,17356,549502601,150607,27.79,31.9,-19.15
Reliance Industries Ltd,01-Sep-16,1053.9,1072.55,1026.25,1029.15,1051.926353,1095036,29479,1151897226,254105,23.21,46.3,-24.75
Reliance Industries Ltd,31-Aug-16,1065.9,1073.55,1047.05,1058,1064.907688,232493,7686,247583583,63731,27.41,26.5,-7.9
Reliance Industries Ltd,30-Aug-16,1059.2,1070,1053.25,1065.8,1058.6613,1139289,10531,1206121174,931340,81.75,16.75,6.6
Reliance Industries Ltd,29-Aug-16,1027.7,1059.95,1027,1057,1044.484255,639293,13187,667731473,349341,54.64,32.95,29.3
Reliance Industries Ltd,26-Aug-16,1014.8,1030,1014.65,1027.7,1024.604995,232782,7028,238509600,72362,31.09,15.35,12.9
Reliance Industries Ltd,25-Aug-16,1020.5,1028.5,1010,1013.1,1020.410789,156757,5185,159956534,37963,24.22,18.5,-7.4
Reliance Industries Ltd,24-Aug-16,1014.5,1022.1,1011.1,1020.75,1015.086459,366612,5663,372142877,265119,72.32,11,6.25
Reliance Industries Ltd,23-Aug-16,1013,1014.8,1005.1,1009.9,1010.281312,208441,4184,210584047,108186,51.9,9.7,-3.1
Reliance Industries Ltd,22-Aug-16,1017.9,1020.35,1007.3,1013.9,1013.502988,179189,4855,181608587,51403,28.69,13.05,-4
Reliance Industries Ltd,19-Aug-16,1011,1021.7,1007.25,1014.85,1014.89895,149095,4944,151316359,36342,24.38,14.45,3.85
Reliance Industries Ltd,18-Aug-16,1015.35,1023.15,1015.15,1016.6,1019.68149,290170,3016,295880978,225212,77.61,8,1.25
Reliance Industries Ltd,17-Aug-16,1023,1028.8,1008.2,1014,1018.572435,453723,5177,462149741,336867,74.25,20.6,-9
Reliance Industries Ltd,16-Aug-16,1035,1044,1016,1024.2,1026.885026,202889,7660,208343676,58826,28.99,28,-10.8
Reliance Industries Ltd,12-Aug-16,1015,1041.75,1014.9,1034.95,1032.496747,361232,11232,372970865,132073,36.56,26.85,19.95
Reliance Industries Ltd,11-Aug-16,1004,1022,1000.25,1012.45,1012.780516,161720,6188,163786865,28837,17.83,21.75,8.45
Reliance Industries Ltd,10-Aug-16,1029.95,1034.5,1001.05,1002.8,1013.98653,205341,7058,208213008,70395,34.28,33.45,-27.15
Reliance Industries Ltd,09-Aug-16,1028.4,1033.4,1021.3,1029.85,1027.707437,188865,5957,194097965,66851,35.4,12.1,1.45
Reliance Industries Ltd,08-Aug-16,1017.15,1033.5,1017.15,1029.65,1029.153379,266132,8335,273890647,130638,49.09,16.35,12.5
Reliance Industries Ltd,05-Aug-16,995.2,1017.5,995.2,1014.55,1007.24389,174956,5742,176223362,72455,41.41,22.3,19.35
Reliance Industries Ltd,04-Aug-16,1000,1002,984.5,993.15,991.0722101,178507,7126,176913327,53259,29.84,17.5,-6.85
Reliance Industries Ltd,03-Aug-16,1011.55,1013.05,992,994.05,998.3584308,175635,9005,175346683,72710,41.4,21.05,-17.5
Reliance Industries Ltd,02-Aug-16,1008.9,1018.5,1007,1011.05,1012.928829,158464,4833,160512754,62879,39.68,11.5,2.15
Reliance Industries Ltd,01-Aug-16,1016.55,1020.85,1005.3,1009.3,1011.986026,137323,4510,138968957,50052,36.45,15.55,-7.25
Reliance Industries Ltd,29-Jul-16,1025.8,1025.8,1012.2,1015.5,1016.996587,108105,4239,109942416,33938,31.39,13.6,-10.3
Reliance Industries Ltd,28-Jul-16,1018.4,1029.8,1012.5,1026.05,1020.89833,205105,8141,209391352,68304,33.3,17.3,7.65
Reliance Industries Ltd,27-Jul-16,1025,1026.9,1010,1013.05,1017.348682,168876,5413,171805776,63407,37.55,16.9,-11.95
Reliance Industries Ltd,26-Jul-16,1021.4,1034.15,1015.2,1023.3,1027.613636,269334,10438,276771291,96335,35.77,18.95,1.9
Reliance Industries Ltd,25-Jul-16,1016,1021.8,1007.8,1020.65,1014.967339,1434391,5725,1455860017,1305167,90.99,14,4.65
Reliance Industries Ltd,22-Jul-16,1005,1017.25,1004.15,1014.8,1013.012989,135033,5207,136790183,38049,28.18,13.1,9.8
Reliance Industries Ltd,21-Jul-16,1024,1024.55,1005.5,1006.7,1011.700701,135079,5335,136659519,39776,29.45,19.05,-17.3
Reliance Industries Ltd,20-Jul-16,1020,1028.1,1017,1022.55,1022.820944,243360,8364,248913705,77197,31.72,11.1,2.55
Reliance Industries Ltd,19-Jul-16,1008,1021.8,995.25,1015.4,1009.722322,394125,10989,397956810,79026,20.05,26.55,7.4
Reliance Industries Ltd,18-Jul-16,1027,1039,986.1,1004.25,1021.820876,667578,19179,682145137,148753,22.28,52.9,-22.75
Reliance Industries Ltd,15-Jul-16,1010,1020.65,1003.85,1012.55,1013.734774,357608,10099,362519665,145642,40.73,16.8,2.55
Reliance Industries Ltd,14-Jul-16,1008,1014.6,999.05,1006.45,1006.506605,144511,6488,145451276,34438,23.83,15.55,-1.55
Reliance Industries Ltd,13-Jul-16,1003,1015.8,1002,1008.45,1011.141127,420670,12999,425356738,211722,50.33,13.8,5.45
Reliance Industries Ltd,12-Jul-16,992.5,1004.05,991,1002.1,998.3938894,261152,8077,260732561,96673,37.02,13.05,9.6
Reliance Industries Ltd,11-Jul-16,988.05,994.9,985.5,990.75,990.3373666,165538,7340,163938467,44622,26.96,9.4,2.7
Reliance Industries Ltd,08-Jul-16,988,989,978.55,980.1,982.9500793,276679,6470,271961645,122133,44.14,10.45,-7.9
Reliance Industries Ltd,07-Jul-16,993.45,1000,986.75,987.9,991.8325586,205672,9499,203992186,61517,29.91,13.25,-5.55
Reliance Industries Ltd,05-Jul-16,989.95,1002.8,980.5,992.95,994.5277135,258358,9215,256944191,77906,30.15,22.3,3
Reliance Industries Ltd,04-Jul-16,978,992.35,976.2,986.65,987.4234562,211611,6698,208949665,73445,34.71,16.15,8.65
Reliance Industries Ltd,01-Jul-16,973.5,976.45,970.2,973.65,973.4209817,149225,4327,145258746,60928,40.83,6.25,0.15
Reliance Industries Ltd,30-Jun-16,971,977.75,967.35,969.45,971.1872068,249804,10481,242606449,116041,46.45,10.4,-1.55
Reliance Industries Ltd,29-Jun-16,961,968.8,960.3,966.85,964.9287304,169890,5862,163931742,61618,36.27,8.5,5.85
Reliance Industries Ltd,28-Jun-16,957.5,961.55,956,958.2,958.701408,152345,5543,146053366,42531,27.92,5.55,0.7
Reliance Industries Ltd,27-Jun-16,949.85,958.8,944,956.1,954.4872887,266573,6561,254440540,101368,38.03,14.8,6.25
Reliance Industries Ltd,24-Jun-16,966,966,934.4,951.5,946.5987703,713656,16411,675545892,318476,44.63,31.6,-14.5
Reliance Industries Ltd,23-Jun-16,980,983.45,970,981.9,975.3364941,219671,7479,214253143,69127,31.47,13.45,1.9
Reliance Industries Ltd,22-Jun-16,986.95,986.95,977,980.5,980.9591478,385463,7166,378123456,183771,47.68,9.95,-6.45
Reliance Industries Ltd,21-Jun-16,995,995,980.2,987.25,986.5282164,347776,7508,343090837,178978,51.46,14.8,-7.75
Reliance Industries Ltd,20-Jun-16,965,993,965,990.55,985.1299982,355228,9386,349945759,169103,47.6,28,25.55
Reliance Industries Ltd,17-Jun-16,977,978.9,970,973.25,973.8622197,159014,6025,154857727,53596,33.71,8.9,-3.75
Reliance Industries Ltd,16-Jun-16,981.9,983.5,967.5,974.55,974.5638335,189485,6768,184665228,33762,17.82,16,-7.35
Reliance Industries Ltd,15-Jun-16,977.5,984.9,973.5,982.4,980.3432068,168059,5863,164755499,44347,26.39,11.4,4.9
Reliance Industries Ltd,14-Jun-16,982,984.5,969.3,974.9,976.9728163,134051,4917,130964183,31627,23.59,15.2,-7.1
Reliance Industries Ltd,13-Jun-16,970,983.3,964,979.3,973.9389496,189663,7602,184720183,37632,19.84,19.3,9.3
Reliance Industries Ltd,10-Jun-16,973,984.2,968.7,975.65,976.8656962,226144,7600,220912316,70043,30.97,15.5,2.65
Reliance Industries Ltd,09-Jun-16,958.05,977,958,971.45,971.0022468,318681,9781,309439967,143163,44.92,19,13.4
Reliance Industries Ltd,08-Jun-16,957,958,950.2,954.15,953.7150951,183907,5040,175394882,58346,31.73,7.8,-2.85
Reliance Industries Ltd,07-Jun-16,956,961.1,951.8,954.65,955.6303982,175267,5489,167490473,75497,43.08,9.3,-1.35
Reliance Industries Ltd,06-Jun-16,959,962.75,953,955.9,957.36259,157434,6270,150721422,46906,29.79,9.75,-3.1
Reliance Industries Ltd,03-Jun-16,957.5,963.6,955.4,957.95,959.1633158,144389,5342,138492632,48172,33.36,8.2,0.45
Reliance Industries Ltd,02-Jun-16,956.1,957.25,945.25,956,950.7319418,172276,6793,163788296,64488,37.43,12,-0.1
Reliance Industries Ltd,01-Jun-16,958.8,966.5,951.25,953.3,959.1970002,187746,6787,180085400,53239,28.36,15.25,-5.5
Reliance Industries Ltd,31-May-16,968.9,972.5,956.2,958.95,962.6894559,196964,6056,189615166,52791,26.8,16.3,-9.95
Reliance Industries Ltd,30-May-16,975,981.45,966,969.45,972.2980645,215289,7715,209325078,65957,30.64,15.45,-5.55
Reliance Industries Ltd,27-May-16,951.5,975.7,949.5,972.65,965.4896804,306408,10652,295833762,81680,26.66,26.2,21.15
Reliance Industries Ltd,26-May-16,950.55,953,944.25,946.65,947.9970396,196930,6392,186689057,68025,34.54,8.75,-3.9
Reliance Industries Ltd,25-May-16,949.2,951.9,941.6,949.25,947.5372608,181679,6484,172147622,51441,28.31,10.3,0.05
Reliance Industries Ltd,24-May-16,930.9,943.35,929,940.05,939.5904272,191480,6603,179912775,46574,24.32,14.35,9.15
Reliance Industries Ltd,23-May-16,938.4,940,925.7,930,932.2889642,479357,10478,446899241,275459,57.46,14.3,-8.4
Reliance Industries Ltd,20-May-16,951.15,954.6,932.35,934.1,943.4366604,380536,11494,359011613,126580,33.26,22.25,-17.05
Reliance Industries Ltd,19-May-16,971.15,971.7,946.15,950.55,961.9149447,207759,7354,199846487,79035,38.04,25.55,-20.6
Reliance Industries Ltd,18-May-16,967,972.75,965.2,970.15,970.008354,146038,5042,141658080,34820,23.84,7.55,3.15
Reliance Industries Ltd,17-May-16,980,983.3,966.65,970.2,974.9704057,176081,7553,171673764,50745,28.82,16.65,-9.8
Reliance Industries Ltd,16-May-16,978.25,982.05,972,976.15,976.6958455,182427,6623,178175693,50999,27.96,10.05,-2.1
Reliance Industries Ltd,13-May-16,988,990.9,975.5,978,981.2792324,186873,6110,183374594,59008,31.58,15.4,-10
Reliance Industries Ltd,12-May-16,977,992.45,975.7,991.05,986.4014014,218644,8165,215670748,51519,23.56,16.75,14.05
Reliance Industries Ltd,11-May-16,973,980.45,971,974.85,976.3772819,155682,5617,152004368,35105,22.55,9.45,1.85
Reliance Industries Ltd,10-May-16,982,984.85,978.05,981.35,981.3897114,110977,4366,108911686,31676,28.54,6.8,-0.65
Reliance Industries Ltd,09-May-16,975,986,972.5,982.95,980.8357013,186660,6915,183082792,72905,39.06,13.5,7.95
Reliance Industries Ltd,06-May-16,975,976.95,967.5,969.15,971.1379577,225888,8995,219368411,92532,40.96,9.45,-5.85
Reliance Industries Ltd,05-May-16,982.25,983.5,971.1,975.05,976.8729269,253122,9367,247268029,109401,43.22,12.4,-7.2
Reliance Industries Ltd,04-May-16,976,983.65,974.25,977.5,979.0786959,227280,7443,222525006,71136,31.3,9.4,1.5
Reliance Industries Ltd,03-May-16,989.8,994.7,972.6,976.05,981.9063147,282136,10845,277031120,69017,24.46,22.1,-13.75
Reliance Industries Ltd,02-May-16,981.4,992.5,977.05,986.3,986.6816914,225517,7966,222513495,54915,24.35,15.45,4.9
Reliance Industries Ltd,29-Apr-16,995.7,998.75,977.85,982.55,988.3395073,477000,16373,471437945,149803,31.41,20.9,-13.15
Reliance Industries Ltd,28-Apr-16,1019.7,1019.7,992,997.35,1002.310689,676909,16633,678473126,204385,30.19,27.7,-22.35
Reliance Industries Ltd,27-Apr-16,1019.9,1025.85,1015.1,1019.7,1021.505304,219250,8822,223965038,75747,34.55,10.75,-0.2
Reliance Industries Ltd,26-Apr-16,1017,1023.85,1008,1016.8,1014.624205,411535,15742,417553372,103288,25.1,15.85,-0.2
Reliance Industries Ltd,25-Apr-16,1042.7,1044.9,1012.75,1016.15,1020.171032,628843,25573,641527412,150237,23.89,32.15,-26.55
Reliance Industries Ltd,22-Apr-16,1041,1047.75,1030.5,1038.75,1039.441826,242213,9581,251766323,74180,30.63,17.25,-2.25
Reliance Industries Ltd,21-Apr-16,1044.9,1051.5,1035,1040.9,1041.892153,232079,9249,241801289,61280,26.4,16.5,-4
Reliance Industries Ltd,20-Apr-16,1068.2,1070,1035.35,1038.3,1045.475324,261813,13736,273719031,94153,35.96,34.65,-29.9
Reliance Industries Ltd,18-Apr-16,1065.45,1065.7,1055,1061.75,1059.679836,375048,7026,397430803,177510,47.33,10.7,-3.7
Reliance Industries Ltd,13-Apr-16,1052,1068.3,1052,1065.45,1059.652864,421477,11413,446619310,216488,51.36,16.3,13.45
Reliance Industries Ltd,12-Apr-16,1040.3,1057,1038.6,1047.15,1049.496556,193213,7206,202776378,52828,27.34,18.4,6.85
Reliance Industries Ltd,11-Apr-16,1035.2,1045,1033.3,1039.85,1040.203616,167315,6245,174041668,54424,32.53,11.7,4.65
Reliance Industries Ltd,08-Apr-16,1033.5,1054,1032.05,1037.85,1042.077181,259195,10732,270101195,45808,17.67,21.95,4.35
Reliance Industries Ltd,07-Apr-16,1032,1048,1023.25,1037.95,1037.863812,170492,6997,176947477,39029,22.89,24.75,5.95
Reliance Industries Ltd,06-Apr-16,1030.8,1035.9,1022.2,1031.45,1029.603311,87590,4622,90182954,18891,21.57,13.7,0.65
Reliance Industries Ltd,05-Apr-16,1030,1042,1022.65,1028.1,1029.900073,207501,5923,213705295,69880,33.68,19.35,-1.9
Reliance Industries Ltd,04-Apr-16,1036.15,1042.45,1024.45,1035.15,1032.861937,116143,5958,119959684,21351,18.38,18,-1
Reliance Industries Ltd,01-Apr-16,1039,1045.9,1026.4,1033.65,1033.450943,205416,11717,212287359,48657,23.69,19.5,-5.35
Reliance Industries Ltd,31-Mar-16,1043,1055.95,1034.1,1045.25,1046.02656,292735,9205,306208585,120343,41.11,21.85,2.25
Reliance Industries Ltd,30-Mar-16,1040.35,1050.9,1040.25,1044.9,1046.844297,225448,8963,236008953,74792,33.17,10.65,4.55
Reliance Industries Ltd,29-Mar-16,1023.05,1040.9,1022.4,1035.4,1034.326701,246687,7577,255154951,74615,30.25,18.5,12.35
Reliance Industries Ltd,28-Mar-16,1029,1031.95,1015.5,1020.5,1022.457176,304410,12716,311246189,106985,35.15,16.45,-8.5
Reliance Industries Ltd,23-Mar-16,1047,1047,1023,1029.35,1031.409251,350489,10739,361497597,106129,30.28,24,-17.65
Reliance Industries Ltd,22-Mar-16,1038.1,1052.5,1036.75,1048.5,1045.552949,302113,11164,315875138,91235,30.2,15.75,10.4
Reliance Industries Ltd,21-Mar-16,1027.2,1039,1023.5,1036.2,1029.796757,202295,7924,208322735,73940,36.55,15.5,9
Reliance Industries Ltd,18-Mar-16,1019,1028.4,1016.25,1025.2,1022.10926,827348,8279,845640052,684960,82.79,12.15,6.2
Reliance Industries Ltd,17-Mar-16,1028,1036.4,1012.4,1015.55,1024.415861,201404,8721,206321452,50951,25.3,24,-12.45
Reliance Industries Ltd,16-Mar-16,1021,1025.7,1005.4,1021.75,1016.29246,164645,6645,167327472,22640,13.75,20.3,0.75
Reliance Industries Ltd,15-Mar-16,1021,1026.95,1016,1020.4,1021.22694,191800,5634,195871327,77167,40.23,10.95,-0.6
Reliance Industries Ltd,14-Mar-16,1018.15,1026,1013,1018.55,1018.64667,206014,6156,209855475,60195,29.22,13,0.4
Reliance Industries Ltd,11-Mar-16,1016.5,1029.5,1011.3,1015.65,1019.571165,248065,8869,252919921,44780,18.05,18.2,-0.85
Reliance Industries Ltd,10-Mar-16,1043.7,1045,1009,1012,1020.160673,354839,15320,361992793,105088,29.62,36,-31.7
Reliance Industries Ltd,09-Mar-16,1019,1044,1017.35,1041.95,1033.748933,367791,11771,380203554,102896,27.98,26.65,22.95
Reliance Industries Ltd,08-Mar-16,1006,1031,1006,1027.15,1021.890342,424354,13337,433643254,148281,34.94,25,21.15
Reliance Industries Ltd,04-Mar-16,1017,1018,1003.75,1006.5,1008.897173,2911912,6987,2937819784,2688418,92.32,14.25,-10.5
